    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:
OCHOCHO  2 410.7 4.6 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
OCH2OCHO    2 448.2 4.7 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
HOCH2OCO    2 392.0 4.6 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
CH3OC*OO        2 356.8 4.5 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
CH3C(O)OO       2 450.7 4.7 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
CH3C(O)OOH      2 450.7 4.7 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
HOCH2CH2OO      2 430.8 4.7 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
CH3OCH2OO   2 433.6 4.8 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
CH2OCH2OOH      2 376.5 4.7 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
CH3OCH2OOH      2 376.5 4.7 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
CH2OC*OOOH  2   435.2       4.662     2.7       0.0       1.0   ! WJP (FISHER ET AL 2000)
    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:
OOCH2OCHO          2   435.2       4.662     2.7       0.0       1.0   ! WJP (FISHER ET AL 2000)
    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:
HOOCH2OC*O         2   435.2       4.662     2.7       0.0       1.0   ! WJP (FISHER ET AL 2000)
    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:
CH3OC*OOO          2   435.2       4.662     2.7       0.0       1.0   ! WJP (FISHER ET AL 2000)
    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:
HO2CH2OCHO      2 466.1 4.8 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
CH3OC*OOOH         2   435.2       4.662     2.7       0.0       1.0   ! WJP (FISHER ET AL 2000)
    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:
O*CHOC*OOOH        2   435.2       4.662     2.7       0.0       1.0   ! WJP (FISHER ET AL 2000)
    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:
O2CH2OCH2O2H        2 521.6 5.0 0.000 0.000 1.000
    ! ANSYS Workbench Properties Estimator
OOCH2OC*OOOH       2   435.2       4.662     2.7       0.0       1.0   ! WJP (FISHER ET AL 2000)
    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:
HOOCH2OC*OOO       2   435.2       4.662     2.7       0.0       1.0   ! WJP (FISHER ET AL 2000)
    ! Dooley et al., Int J Chem Kinet 42 (2010) 527-549:

CH3OCH2OOCH3       2   398.2       5.1     0.000     0.000       1.000
    ! ANSYS Workbench Properties Estimator
CH3OCH2OCH3        2   370.815     5.500     0.000     0.000     0.00 !
CH3OCH2OCH2        2   367.798     5.510     0.000     0.000     0.00 !
CH3OCHOCH3         2   367.798     5.510     0.000     0.000     0.00 !
CH3OCH2OCH2O2      2   455.364     6.420     0.000     0.000     0.00 !
CH3OCO2HOCH3       2   457.757     6.450     0.000     0.000     0.00 !
CH3OCH2OCH2O2H     2   457.984     6.400     0.000     0.000     0.00 !
CH3OCH2OCH2O       2   437.891     6.220     0.000     0.000     0.00 !
CH3OCH2OCHO        2   416.318     5.740     0.000     0.000     0.00 !
CH3OCHOCH2O2H      2   455.364     6.420     0.000     0.000     0.00 !
CH3OCO2HOCH2O2H    2   542.198     7.340     0.000     0.000     0.00 !
CH3OCO2H2OCHO      2   502.763     6.600     0.000     0.000     0.00 !
CH3OCOHOCHO        2   482.957     6.470     0.000     0.000     0.00 !
CH3OCOOHHOCH3      2   460.657     6.390     0.000     0.000     0.00 !
CH3OCOHOCH3        2   440.361     6.250     0.000     0.000     0.00 !
CH3OCO2CH3         2   385.609     5.460     0.000     0.000     0.00 !
CH3OCO2H2OCH2      2   457.757     6.450     0.000     0.000     0.00 !
CH3OCO2HHOCH2O2    2   542.198     7.340     0.000     0.000     0.00 !
CH3OCO2CH2O2H      2   474.103     6.340     0.000     0.000     0.00 !
CH3OCO2CH2O        2   454.172     6.160     0.000     0.000     0.00 !
C3H6O3cy13         2   423.020     5.950     0.000     0.000     0.00 !
trioxan            2   450.640     6.340     0.000     0.000     0.00 !
CH2OCH2OCH2O2H     2   455.384     6.420     0.000     0.000     0.00 !
O2CH2OCH2OCH2O2H   2   540.444     7.310     0.000     0.000     0.00 !
HO2CH2OCH2OCHO     2   549.689     7.150     0.000     0.000     0.00 !
CH3OCO2            2   543.400     5.095     1.700     0.000     1.00 !
CH3OCH2OCO         2   413.263     5.750     0.000     0.000     0.00 !
CH2OCH2OCHO        2   413.259     5.750     0.000     0.000     0.00 !
CH3OCHOCHO         2   413.263     5.750     0.000     0.000     0.00 !
CH3OCO2CH2         2   543.400     5.095     1.700     0.000     1.00 !
CH3OCO2H           2   543.400     5.095     1.700     0.000     1.00 !
CH2OCO2H           2   543.400     5.095     1.700     0.000     1.00 !
OCHOCHO            2   355.751     5.080     0.000     0.000     0.00 !
CH2OCO2HHOCH2O2H   2   542.198     7.340     0.000     0.000     0.00 !
HO2CH2OCHOCH2O2H   2   540.444     7.310     0.000     0.000     0.00 !
OCH2OCH2OCHO       2   480.488     6.440     0.000     0.000     0.00 !
C3H6O3cy13_O2H     2   553.287     7.360     0.000     0.000     0.00 !
trioxan_O2H        2   525.572     7.110     0.000     0.000     0.00 !
N                  0   71.40       3.298     0.00      0.00      0.0  ! 
NH                 1   80.00       2.650     0.00     0.000      4.00 ! Lamoureux et al. 2016
HNO                2   116.70      3.492     0.00     0.000      1.00 ! Lamoureux et al. 2016
HON                2   116.70      3.492     0.00     0.000      1.00 ! Lamoureux et al. 2016
HONO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NH2                2   80.00       2.650     0.00     2.260      4.00 ! Lamoureux et al. 2016
H2NO               2   116.70      3.492     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNOH               2   116.70      3.492     0.00     0.000      1.00 ! Lamoureux et al. 2016
NH3                2   481.00      2.920     1.47     0.000      10.0 ! Lamoureux et al. 2016
NNH                2   71.40       3.798     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNNO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
N2H2               2   71.40       3.798     0.00     0.000      1.00 ! Lamoureux et al. 2016
N2H3               2   200.00      3.900     0.00     0.000      1.00 ! Coppens et al. 2007
N2H4               2   205.00      4.230     0.00     4.260      1.50 ! Coppens et al. 2007
H2NN               2   71.40       3.798     0.00     0.000      1.00 ! = N2H2
N2O                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NO                 1   97.53       3.621     0.00     1.760      4.00 ! Lamoureux et al. 2016
NO2                2   200.00      3.500     0.00     0.000      1.00 ! Lamoureux et al. 2016
HCN                1   569.00      3.630     0.00     0.000      1.00 ! Lamoureux et al. 2016
HCNO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
HOCN               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNCO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
HCNN               2   150.00      2.500     0.00     0.000      1.00 ! Lamoureux et al. 2016
H2CN               1   569.00      3.630     0.00     0.000      1.00 ! Lamoureux et al. 2016
CN                 1   75.00       3.856     0.00     0.000      1.00 ! Lamoureux et al. 2016
NCO                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
CN2                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NCN                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
CNN                1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NCNO               2   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
HCNN               2   150.00      2.500     0.00     0.000      1.00 ! Lamoureux et al. 2016
C2N2               1   349.00      4.361     0.00     0.000      1.00 ! Lamoureux et al. 2016
NCCN               1   349.00      4.361     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNC                1   569.00      3.630     0.00     0.000      1.00 ! Lamoureux et al. 2016
HNCN               1   232.40      3.828     0.00     0.000      1.00 ! Lamoureux et al. 2016
NH2OH              2   116.70      3.492     0.00     0.000      1.00 ! Coppens et al. 2007
HNO2               2   232.40      3.828     0.00     0.000      1.00 ! = HONO
HONO2              2   232.40      3.828     0.00     0.000      1.00 ! = HONO2
NO3                2   378.40      4.175     0.00     0.000      1.00 ! Coppens et al. 2007
N2O4               2   202.60      5.164     0.00     0.000      1.00 ! Coppens et al. 2007
N2O3               2   202.60      5.164     0.00     0.000      1.00 ! Coppens et al. 2007
HNO3               2   378.40      4.175     0.00     0.000      1.00 ! Coppens et al. 2007
CH3NO              2   232.4       3.828     0.00     0.000      1.00 ! =HCNO
CH3ONO             2   232.4       3.828     0.00     0.000      1.00 !
CH3NO2             2   232.4       3.828     0.00     0.000      1.00 !
CH3ONO2            2   232.4       3.828     0.00     0.000      1.00 !
CH2NO2             2   232.4       3.828     0.00     0.000      1.00 !
CH2NO              2   150.0       2.500     0.00     0.000      1.00 !
CH3NH2             2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH3NH              2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH2NH2             2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH2NH              2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH2CN              1   232.400     3.828     0.00     0.000      1.00 ! =C2N OIS        ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH3CN              2   232.400     3.828     0.00     0.000      1.00 !refered to NCNO  ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
HCNH               2   232.400     3.828     0.00     0.000      1.00 !=HCNO            ! Brequigny et al. 2015; PROCI 35 (2015) 703   710
CH3OCH2NH2         2   531.325     7.107     0.00     0.000      0.00 ! Estimated using RMG 2020-09- 04 | fourth column estimated from similar structure molecule
CH2OCH2NH2         2   531.325     7.107     0.00     0.000      0.00 ! Estimated using RMG 2020-09- 04 | fourth column estimated from similar structure molecule
CH3OCHNH2          2   531.325     7.107     0.00     0.000      0.00 ! Estimated using RMG 2020-09- 04 | fourth column estimated from similar structure molecule
CH3OCH2NH          2   531.325     7.107     0.00     0.000      0.00 ! Estimated using RMG 2020-09- 04 | fourth column estimated from similar structure molecule
!CH3OCH2NH2-M06     2   531.325     7.107     0.00     0.000      0.00 !
!CH2OCH2NH2-M06     2   531.325     7.107     0.00     0.000      0.00 !
!CH3OCHNH2-M06      2   531.325     7.107     0.00     0.000      0.00 !
!CH3OCH2NH-M06      2   531.325     7.107     0.00     0.000      0.00 !
!CH3OCH2NH2-MP2     2   531.325     7.107     0.00     0.000      0.00 !
!CH2OCH2NH2-MP2     2   531.325     7.107     0.00     0.000      0.00 !
!CH3OCHNH2-MP2      2   531.325     7.107     0.00     0.000      0.00 !
!CH3OCH2NH-MP2      2   531.325     7.107     0.00     0.000      0.00 !
